CLUSTER,WEEK,CARRIER,NETWORK,COUNT,AREA,LATITUDE,LONGITUDE,AVG RTT
0,49,tmobile,gprs,3,SFBay,37.720203,-122.40991,310
5,50,tmobile,hsdpa,2,SFBay,37.440744,-122.095105,105
5,52,tmobile,hsdpa,647,SFBay,37.3944202365,-122.0685231685,104.8714064915
9,52,tmobile,hsdpa,22,SFBay,37.823522,-122.2354772727,121.5727272727
6,52,tmobile,hsdpa,107,SFBay,37.5458945234,-122.2897958879,82.4925233645
7,52,tmobile,hsdpa,35,SFBay,37.242287,-121.73094,79.7485714286
4,52,tmobile,hsdpa,74,SFBay,37.7304407432,-122.1611552703,134.5932432432
8,52,tmobile,hsdpa,122,SFBay,37.7628124672,-122.4293523771,118.312295082
9,53,tmobile,hsdpa,8,SFBay,37.81271425,-122.240925,89.725
4,53,tmobile,hsdpa,30,SFBay,37.8504500333,-122.1402216667,96.3166666667
8,53,tmobile,hsdpa,6,SFBay,37.741451,-122.4172233333,251.8666666667
5,53,tmobile,hsdpa,20,SFBay,37.37364275,-122.025738,174.2
7,53,tmobile,hsdpa,18,SFBay,37.242287,-121.73094,172.6722222222
6,53,tmobile,hsdpa,19,SFBay,37.5854136316,-122.3387684211,67.0315789474
5,51,tmobile,hsdpa,1266,SFBay,37.3971794566,-122.061125703,106.1822274882
8,51,tmobile,hsdpa,346,SFBay,37.783617396,-122.4348197688,91.9526011561
7,51,tmobile,hsdpa,75,SFBay,37.242287,-121.73094,76.3866666667
6,51,tmobile,hsdpa,197,SFBay,37.5409584772,-122.287981066,113.0441624365
9,51,tmobile,hsdpa,51,SFBay,37.8024146471,-122.2159423529,82.0098039216
4,51,tmobile,hsdpa,45,SFBay,37.7324139111,-122.2343893333,93.1
5,49,tmobile,hsdpa,256,SFBay,37.4232577891,-122.1061009766,144.351171875
6,49,tmobile,hsdpa,43,SFBay,37.5747916512,-122.3138039535,130.2790697674
8,49,tmobile,hsdpa,47,SFBay,37.7678738298,-122.4260606383,90
4,49,tmobile,hsdpa,20,SFBay,37.34280175,-121.906713,93.14
9,49,tmobile,hsdpa,5,SFBay,37.8362106,-122.285242,93.8
5,44,tmobile,hsdpa,230,SFBay,37.430395,-122.0820113043,115.807826087
8,44,tmobile,hsdpa,28,SFBay,37.7887315714,-122.3957571429,104.2214285714
6,44,tmobile,hsdpa,11,SFBay,37.579353,-122.31642,156.2454545455
4,44,tmobile,hsdpa,1,SFBay,37.965061,-122.50333,60.9
5,43,tmobile,hsdpa,13,SFBay,37.4220227692,-122.0728184615,77.7538461538
8,43,tmobile,hsdpa,1,SFBay,37.79298,-122.42124,94.9
6,45,tmobile,hsdpa,10,SFBay,37.5387541,-122.296249,67.65
5,45,tmobile,hsdpa,386,SFBay,37.3818358497,-122.0496699223,88.1880829016
8,45,tmobile,hsdpa,132,SFBay,37.7833741364,-122.4515212121,94.0227272727
4,45,tmobile,hsdpa,41,SFBay,37.811370439,-122.1033931707,150.2512195122
9,45,tmobile,hsdpa,52,SFBay,37.8701713654,-122.2638090385,84.5173076923
7,45,tmobile,hsdpa,10,SFBay,37.242287,-121.73094,54.72
5,48,tmobile,hsdpa,290,SFBay,37.4147919517,-122.0909405172,135.7424137931
6,48,tmobile,hsdpa,99,SFBay,37.5671337576,-122.3193351515,102.9454545455
8,48,tmobile,hsdpa,99,SFBay,37.7826624343,-122.4323891919,81.6404040404
4,48,tmobile,hsdpa,30,SFBay,37.4049468667,-122.0010076667,99.5266666667
9,48,tmobile,hsdpa,2,SFBay,37.8375685,-122.262555,63
11,49,tmobile,hsdpa,472,SFBay,37.4171252669,-122.108361928,146.2468220339
13,49,tmobile,hsdpa,4,SFBay,37.6794535,-122.0936825,91.725
11,48,tmobile,hsdpa,374,SFBay,37.4108850187,-122.0784512299,126.2240641711
10,48,tmobile,hsdpa,25,SFBay,37.82513592,-122.1715976,77.896
12,48,tmobile,hsdpa,136,SFBay,37.7876856691,-122.4364977206,96.7117647059
13,48,tmobile,hsdpa,19,SFBay,37.6701795263,-122.1016773684,70.5157894737
14,48,tmobile,hsdpa,9,SFBay,37.5759292222,-122.3323211111,73.6222222222
10,46,tmobile,hsdpa,69,SFBay,37.6417954783,-122.1374568116,92.7391304348
14,46,tmobile,hsdpa,120,SFBay,37.55621805,-122.3198363333,93.7383333333
12,46,tmobile,hsdpa,481,SFBay,37.7836562661,-122.4556747609,111.6507276507
11,46,tmobile,hsdpa,638,SFBay,37.3977465533,-122.061505094,110.1282131661
13,46,tmobile,hsdpa,74,SFBay,37.6728146757,-122.1010104054,62.1189189189
11,45,tmobile,hsdpa,776,SFBay,37.4179725657,-122.0828977577,103.7065721649
10,45,tmobile,hsdpa,54,SFBay,37.4438531296,-122.0525475926,94.1203703704
14,45,tmobile,hsdpa,51,SFBay,37.5454173333,-122.30852,133.368627451
13,45,tmobile,hsdpa,1,SFBay,37.606361,-122.11783,83.9
12,45,tmobile,hsdpa,145,SFBay,37.7752816552,-122.453696,94.7896551724
12,47,tmobile,hsdpa,164,SFBay,37.7730365427,-122.4268484146,99.5774390244
14,47,tmobile,hsdpa,71,SFBay,37.5626123099,-122.3344430986,127.6492957746
11,47,tmobile,hsdpa,646,SFBay,37.4170961223,-122.0780155882,144.7594427245
10,47,tmobile,hsdpa,45,SFBay,37.4647136444,-121.9975813333,84.8622222222
13,47,tmobile,hsdpa,4,SFBay,37.6893975,-122.11214,92.275
14,49,tmobile,hsdpa,57,SFBay,37.5725638596,-122.3146575439,129.3456140351
10,49,tmobile,hsdpa,78,SFBay,37.6701969103,-122.0632194872,103.0397435897
12,49,tmobile,hsdpa,31,SFBay,37.7835554516,-122.4381906452,81.3258064516
2,50,tmobile,hspa,10,SFBay,37.3181251,-122.026146,88.36
2,51,tmobile,hspa,16,SFBay,37.367448375,-122.0733375,109.24375
1,51,tmobile,hspa,1,SFBay,37.748581,-122.41841,66.1
1,50,tmobile,hspa,2,SFBay,37.748581,-122.41841,212.75
8,49,sprint,wifi,123,SFBay,37.554947,-122.27106,36.8195121951
10,49,sprint,wifi,199,SFBay,37.3717471709,-122.0212871357,173.6718592965
2,49,tmobile,hspa,23,SFBay,37.3462576957,-122.0524704348,222.5391304348
0,45,sprint,evdo0,52,SFBay,37.2540664615,-121.8501007692,67.7384615385
null,45,,unknown,1,SFBay,37.778687,-122.42124,63
6,45,att,wifi,4,SFBay,37.420266,-121.9821425,162.65
3,52,tmobile,hspa,3,SFBay,37.242287,-121.73094,71.1333333333
0,50,tmobile,hspa,1,SFBay,37.502159,-122.20866,73.8
2,44,tmobile,hspa,17,SFBay,37.428432,-122.07238,79.4411764706
1,44,tmobile,hspa,41,SFBay,37.789017,-122.39151,144.9170731707
0,45,tmobile,hspa,8,SFBay,37.513027125,-122.23482,90.2375
1,45,tmobile,hspa,49,SFBay,37.7494062245,-122.4178610204,106.312244898
1,49,tmobile,hspa,5,SFBay,37.7455544,-122.412746,82.96
2,48,tmobile,hspa,43,SFBay,37.3630622326,-122.0550974419,74.211627907
1,48,tmobile,hspa,8,SFBay,37.743111625,-122.4150425,92.2625
0,47,tmobile,hspa,15,SFBay,37.3960472667,-121.9431773333,73.5933333333
4,49,tmobile,umts,19,SFBay,37.6256062632,-122.4063521053,226.3842105263
4,52,tmobile,umts,2,SFBay,37.607296,-122.388585,209.8
2,42,tmobile,umts,27,SFBay,37.7873571111,-122.435502963,197.3888888889
3,42,tmobile,umts,1,SFBay,37.534992,-122.30508,96.2
1,42,tmobile,umts,25,SFBay,37.428432,-122.07238,240.216
2,44,tmobile,umts,25,SFBay,37.78608088,-122.3990412,117.376
0,44,tmobile,umts,4,SFBay,37.7613065,-122.30459,128.6
4,44,tmobile,umts,1,SFBay,37.630489,-122.41109,52.9
1,43,tmobile,umts,12,SFBay,37.428432,-122.07238,171.65
3,43,tmobile,umts,1,SFBay,37.520214,-122.2758,133
4,43,tmobile,umts,1,SFBay,37.584103,-122.36608,345
3,46,tmobile,umts,8,SFBay,37.52396,-122.24775875,132.4
4,45,tmobile,umts,4,SFBay,37.6109065,-122.3938625,268.55
5,51,tmobile,wifi,3,SFBay,37.789017,-122.39151,49.5666666667
0,44,tmobile,wifi,29,SFBay,37.6507115862,-122.401682069,123.524137931
7,45,tmobile,wifi,35,SFBay,37.8001006286,-121.981342,23.7028571429
6,45,tmobile,wifi,156,SFBay,37.6109792372,-122.1735975641,116.5171794872
8,45,tmobile,wifi,301,SFBay,37.3656350831,-122.0165942857,108.2820598007
9,45,tmobile,wifi,729,SFBay,37.4192170425,-122.1083911523,92.0030864198
10,45,tmobile,wifi,131,SFBay,37.4637395344,-122.2255500763,145.4358778626
11,45,tmobile,wifi,210,SFBay,37.7757798619,-122.4242609524,80.8508095238
12,45,tmobile,wifi,64,SFBay,37.2823551719,-121.946465625,101.80625
13,45,tmobile,wifi,32,SFBay,37.61351875,-122.398393125,105.94375
14,45,tmobile,wifi,92,SFBay,37.5256754348,-122.2866208696,100.3467391304
9,48,tmobile,wifi,392,SFBay,37.438083602,-122.1278486224,81.7607142857
8,48,tmobile,wifi,107,SFBay,37.349209,-122.0326,213.4757009346
7,48,tmobile,wifi,242,SFBay,37.800694,-121.98144,24.7966942149
6,48,tmobile,wifi,5,SFBay,37.916134,-122.31077,184.14
10,48,tmobile,wifi,7,SFBay,37.463444,-122.22568,163.0142857143
7,49,tmobile,wifi,121,SFBay,37.800694,-121.98144,24.9148760331
9,49,tmobile,wifi,128,SFBay,37.4380100078,-122.1209928906,22.08828125
8,49,tmobile,wifi,72,SFBay,37.349209,-122.0326,206.1847222222
11,48,tmobile,wifi,3,SFBay,37.778687,-122.42124,222.3333333333
8,46,tmobile,wifi,389,SFBay,37.3636739357,-122.0076630591,88.5398457584
9,46,tmobile,wifi,542,SFBay,37.4150130037,-122.1084475461,74.3934870849
10,46,tmobile,wifi,195,SFBay,37.463444,-122.22568,201.6656410256
12,46,tmobile,wifi,49,SFBay,37.287167,-121.94996,70.1102040816
11,46,tmobile,wifi,133,SFBay,37.7620449023,-122.4226884962,114.515037594
13,46,tmobile,wifi,103,SFBay,37.5948994466,-122.3818612621,122.8951456311
14,46,tmobile,wifi,28,SFBay,37.5357046786,-122.303865,133.3714285714
6,46,tmobile,wifi,144,SFBay,37.4417246111,-122.0333090278,57.2520833333
9,47,tmobile,wifi,25,SFBay,37.4288494,-122.082718,23.06
11,47,tmobile,wifi,2,SFBay,37.778687,-122.42124,327
10,47,tmobile,wifi,47,SFBay,37.463444,-122.22568,205.6
8,47,tmobile,wifi,40,SFBay,37.349209,-122.0326,189.0675
16,45,tmobile,wifi,217,SFBay,37.419991871,-122.0985179724,80.7326728111
15,46,tmobile,wifi,197,SFBay,37.5492112995,-122.1654474619,74.5086294416
17,46,tmobile,wifi,151,SFBay,37.463444,-122.22568,124.0069536424
16,46,tmobile,wifi,326,SFBay,37.4142868098,-122.1000490184,68.522607362
18,46,tmobile,wifi,43,SFBay,37.7480101163,-122.4231509302,23.7023255814
19,46,tmobile,wifi,152,SFBay,37.3480389934,-122.0281321711,114.7111842105
16,47,tmobile,wifi,169,SFBay,37.431766787,-122.1373495266,20.7284023669
17,47,tmobile,wifi,56,SFBay,37.463444,-122.22568,195.5767857143
20,47,tmobile,wifi,44,SFBay,37.800694,-121.98144,26.2181818182
19,47,tmobile,wifi,17,SFBay,37.349209,-122.0326,212.5764705882
16,48,tmobile,wifi,291,SFBay,37.4363217766,-122.1231980412,17.591580756
20,48,tmobile,wifi,8,SFBay,37.800694,-121.98144,22.55
17,48,tmobile,wifi,120,SFBay,37.463444,-122.22568,208.2383333333
19,48,tmobile,wifi,125,SFBay,37.349209,-122.0326,206.7672
15,48,tmobile,wifi,8,SFBay,37.805705,-122.281695,121.55
18,48,tmobile,wifi,26,SFBay,37.7862358462,-122.3995142308,99.3923076923
15,45,tmobile,wifi,140,SFBay,37.4495593071,-122.1168303571,78.4207142857
18,45,tmobile,wifi,230,SFBay,37.7711947609,-122.4070776957,67.9065217391
19,45,tmobile,wifi,68,SFBay,37.3454430735,-122.0312288235,60.2691176471
17,45,tmobile,wifi,58,SFBay,37.463444,-122.22568,136.9948275862
16,49,tmobile,wifi,381,SFBay,37.4412668556,-122.1386170079,58.5039370079
20,49,tmobile,wifi,167,SFBay,37.800694,-121.98144,179.3958083832
19,49,tmobile,wifi,77,SFBay,37.3495031818,-122.0324523377,194.1220779221
15,49,tmobile,wifi,9,SFBay,37.6736453333,-121.9857644444,220
1,53,verizonwireless,1xrtt,1,SFBay,37.378536,-122.08659,1171
0,51,verizonwireless,1xrtt,3,SFBay,37.520214,-122.2758,333.3333333333
0,52,verizonwireless,1xrtt,3,SFBay,37.4256323333,-122.09121,320.3333333333
1,50,verizonwireless,1xrtt,22,SFBay,37.4057083636,-122.0739345455,100.8954545455
1,49,verizonwireless,1xrtt,128,SFBay,37.4124840312,-122.0734710156,105.60859375
1,52,verizonwireless,1xrtt,1,SFBay,37.386772,-122.07523,325
0,49,verizonwireless,1xrtt,3,SFBay,37.6254156667,-122.3150966667,154.6666666667
1,48,verizonwireless,1xrtt,58,SFBay,37.3997009655,-122.0743455172,72.3103448276
0,48,verizonwireless,1xrtt,1,SFBay,37.77264,-122.40991,67.2
1,47,verizonwireless,1xrtt,29,SFBay,37.393249069,-122.0782344828,93.5862068966
0,45,verizonwireless,1xrtt,6,SFBay,37.5678093333,-122.2180966667,218.65
1,46,verizonwireless,1xrtt,46,SFBay,37.413035913,-122.0734332609,75.3
0,46,verizonwireless,1xrtt,81,SFBay,37.4298571605,-122.0029162963,49.949382716
0,47,verizonwireless,1xrtt,2,SFBay,37.6316525,-122.346545,150.85
1,45,verizonwireless,1xrtt,1,SFBay,37.386772,-122.07523,306
2,50,verizonwireless,ehrpd,16,SFBay,37.7734460625,-122.430770625,95.01875
0,50,verizonwireless,ehrpd,11,SFBay,37.3773421818,-122.0469327273,83.1454545455
3,50,verizonwireless,ehrpd,12,SFBay,37.40177825,-122.0986991667,86.525
2,51,verizonwireless,ehrpd,6,SFBay,37.7772313333,-122.43563,75.2166666667
1,50,verizonwireless,ehrpd,8,SFBay,37.5725085,-122.319255,82.8875
0,51,verizonwireless,ehrpd,7,SFBay,37.4025141429,-122.0697871429,74.9285714286
2,52,verizonwireless,ehrpd,6,SFBay,37.7698541667,-122.4441233333,83.45
0,52,verizonwireless,ehrpd,29,SFBay,37.4257614828,-122.039872069,75.8
3,52,verizonwireless,ehrpd,35,SFBay,37.4098189143,-122.0888025714,66.9971428571
4,50,verizonwireless,ehrpd,3,SFBay,37.529659,-122.04024,81.4
1,52,verizonwireless,ehrpd,143,SFBay,37.5414338601,-122.3069832168,75.3678321678
2,49,verizonwireless,ehrpd,49,SFBay,37.771717,-122.44389,86.7959183673
3,49,verizonwireless,ehrpd,10,SFBay,37.42959,-122.115263,67.54
1,49,verizonwireless,ehrpd,2,SFBay,37.5571725,-122.31075,101.55
4,52,verizonwireless,ehrpd,2,SFBay,37.529659,-122.04024,67.95
0,46,verizonwireless,ehrpd,13,SFBay,37.5830786923,-122.3423815385,84.8384615385
0,45,verizonwireless,ehrpd,33,SFBay,37.3064180909,-121.9782833333,73.4090909091
1,45,verizonwireless,ehrpd,2,SFBay,37.5158785,-122.29981,59.9
4,46,verizonwireless,ehrpd,10,SFBay,37.529659,-122.04024,91.54
3,47,verizonwireless,ehrpd,51,SFBay,37.4068141961,-122.1021809804,72.9764705882
0,47,verizonwireless,ehrpd,21,SFBay,37.6629316667,-122.2368019048,71.619047619
4,47,verizonwireless,ehrpd,130,SFBay,37.5299521462,-122.0403321538,63.1961538462
2,47,verizonwireless,ehrpd,5,SFBay,37.7686026,-122.441626,80.04
1,48,verizonwireless,ehrpd,4,SFBay,37.565664,-122.32209,68.3
1,47,verizonwireless,ehrpd,5,SFBay,37.5684018,-122.320956,87.94
0,49,verizonwireless,ehrpd,10,SFBay,37.5908107,-122.106884,80.46
3,51,verizonwireless,evdoa,5,SFBay,37.520214,-122.2758,90.64
0,51,verizonwireless,evdoa,11,SFBay,37.6418298182,-122.2800136364,82.1909090909
2,51,verizonwireless,evdoa,12,SFBay,37.7702833333,-122.4382283333,80.8083333333
3,50,verizonwireless,evdoa,3,SFBay,37.5405016667,-122.2940066667,78.7333333333
0,50,verizonwireless,evdoa,1,SFBay,37.598545,-122.38719,83.3
3,52,verizonwireless,evdoa,55,SFBay,37.5215225636,-122.2752632727,79.46
2,52,verizonwireless,evdoa,3,SFBay,37.774929,-122.41942,66.8666666667
0,52,verizonwireless,evdoa,14,SFBay,37.8284626429,-122.2493428571,66.9857142857
1,44,verizonwireless,evdoa,104,SFBay,37.4219034423,-122.0680083654,113.6865384615
1,43,verizonwireless,evdoa,52,SFBay,37.4009100385,-122.0452019231,61.5038461538
1,42,verizonwireless,evdoa,2,SFBay,37.4001465,-122.046805,46.9
0,43,verizonwireless,evdoa,30,SFBay,37.5621467667,-122.002853,61.1066666667
0,47,verizonwireless,evdoa,26,SFBay,37.7697530769,-122.2332580769,94.2192307692
2,46,verizonwireless,evdoa,5,SFBay,37.748581,-122.41841,84.16
3,52,verizonwireless,lte,35,SFBay,37.7739552286,-122.4149288571,39.4
0,50,verizonwireless,lte,23,SFBay,37.6279602174,-122.0831586957,45.5
1,52,verizonwireless,lte,21,SFBay,37.263832,-122.02302,32.7476190476
4,44,verizonwireless,lte,110,SFBay,37.428432,-122.07238,27.9854545455
3,44,verizonwireless,lte,6,SFBay,37.789017,-122.39151,77.6666666667
5,45,verizonwireless,lte,7,SFBay,37.3075477143,-121.9577057143,27.5428571429
2,45,verizonwireless,lte,2,SFBay,37.55435,-122.35259,54.15
1,45,verizonwireless,lte,1,SFBay,37.263832,-122.02302,25.2
0,48,verizonwireless,lte,11,SFBay,37.2833512727,-121.9240754545,27.3
3,48,verizonwireless,lte,67,SFBay,37.7827766866,-122.4544974627,38.4537313433
10,48,verizonwireless,lte,101,SFBay,37.3919933069,-122.0144582178,39.1
8,48,verizonwireless,lte,314,SFBay,37.4185634586,-122.0759191083,37.0538216561
9,48,verizonwireless,lte,56,SFBay,37.5785608393,-122.3162175,39.7660714286
11,48,verizonwireless,lte,25,SFBay,37.529659,-122.04024,31.84
7,48,verizonwireless,lte,18,SFBay,37.2875670556,-121.9514061111,31.1888888889
10,46,verizonwireless,lte,299,SFBay,37.4268666355,-122.0052255518,67.397993311
8,46,verizonwireless,lte,747,SFBay,37.4227556185,-122.0762175904,52.2476572959
8,45,verizonwireless,lte,692,SFBay,37.4096405434,-122.0759506503,44.3683526012
12,45,verizonwireless,lte,101,SFBay,37.7955562376,-122.4221135644,31.9435643564
11,45,verizonwireless,lte,28,SFBay,37.5310200357,-122.0406678571,29.8892857143
10,45,verizonwireless,lte,113,SFBay,37.4173490796,-122.0085813274,47.3876106195
9,45,verizonwireless,lte,3,SFBay,37.539927,-122.28934,42.2
14,45,verizonwireless,lte,4,SFBay,37.353966,-121.953,29.25
7,45,verizonwireless,lte,18,SFBay,37.5149616111,-122.2471127778,42.3888888889
7,46,verizonwireless,lte,23,SFBay,37.3649928696,-122.0405334783,38.6869565217
14,46,verizonwireless,lte,88,SFBay,37.3453004432,-121.8883409091,48.3625
12,46,verizonwireless,lte,66,SFBay,37.7781501061,-122.4210468182,54.1151515152
13,46,verizonwireless,lte,4,SFBay,37.843819,-122.23986,30.875
11,46,verizonwireless,lte,29,SFBay,37.5309731034,-122.0406531034,50.9965517241
8,47,verizonwireless,lte,645,SFBay,37.4177222403,-122.0822242946,36.1862015504
11,47,verizonwireless,lte,20,SFBay,37.529659,-122.04024,30.505
13,47,verizonwireless,lte,6,SFBay,37.83363,-122.20298,39.0666666667
7,47,verizonwireless,lte,18,SFBay,37.3880088333,-122.02368,28.2777777778
14,47,verizonwireless,lte,9,SFBay,37.3454093333,-121.9343522222,47.5555555556
9,46,verizonwireless,lte,1,SFBay,37.534992,-122.30508,30
9,47,verizonwireless,lte,30,SFBay,37.579353,-122.31642,37.5466666667
10,47,verizonwireless,lte,6,SFBay,37.3503743333,-122.0262316667,35.2666666667
12,47,verizonwireless,lte,21,SFBay,37.7695629048,-122.4313528571,31.9428571429
12,48,verizonwireless,lte,12,SFBay,37.793324,-122.46654,27.7
13,48,verizonwireless,lte,12,SFBay,37.817591,-122.208655,32.3666666667
8,49,verizonwireless,lte,521,SFBay,37.4016900422,-122.0790044338,44.6094049904
10,49,verizonwireless,lte,151,SFBay,37.4295650993,-122.004274106,52.1801324503
9,49,verizonwireless,lte,49,SFBay,37.5775423469,-122.3159571429,62.8469387755
7,49,verizonwireless,lte,18,SFBay,37.4765851111,-121.9979383333,46.1
14,49,verizonwireless,lte,10,SFBay,37.346956,-121.950724,37.65
14,48,verizonwireless,lte,8,SFBay,37.34122475,-121.92740125,26.0875
13,45,verizonwireless,lte,43,SFBay,37.843819,-122.23986,50.0674418605
1,50,verizonwireless,mobile,36,SFBay,37.428432,-122.07238,47.7138888889
0,53,verizonwireless,mobile,11,SFBay,37.8114498182,-122.2664009091,42.4272727273
1,52,verizonwireless,mobile,39,SFBay,37.428432,-122.07238,38.2923076923
0,52,verizonwireless,mobile,31,SFBay,37.4017766774,-122.0954729032,53.4451612903
1,53,verizonwireless,mobile,1,SFBay,37.428432,-122.07238,36.2
1,45,verizonwireless,mobile,97,SFBay,37.428432,-122.07238,39.2886597938
0,45,verizonwireless,mobile,1,SFBay,37.417755,-122.1235,25.1
1,53,verizonwireless,wifi,2,SFBay,37.403484,-122.079485,16.5
1,50,verizonwireless,wifi,2,SFBay,37.386772,-122.07523,49.35
1,51,verizonwireless,wifi,3,SFBay,37.43664,-122.08753,19.6666666667
4,50,verizonwireless,wifi,1,SFBay,37.371861,-122.02123,38.2
0,52,verizonwireless,wifi,1,SFBay,37.579353,-122.31642,31
3,49,verizonwireless,wifi,125,SFBay,37.630489,-122.41109,222.54
1,49,verizonwireless,wifi,1,SFBay,37.386772,-122.07523,44.1
0,51,verizonwireless,wifi,1,SFBay,37.579353,-122.31642,22.7
4,44,verizonwireless,wifi,77,SFBay,37.371861,-122.02123,19.487012987
4,42,verizonwireless,wifi,80,SFBay,37.371861,-122.02123,22.1625
6,47,verizonwireless,wifi,22,SFBay,37.287167,-121.94996,193.0454545455
0,47,verizonwireless,wifi,1,SFBay,37.235809,-121.96237,41.4
9,46,verizonwireless,wifi,154,SFBay,37.287167,-121.94996,230.224025974
10,46,verizonwireless,wifi,227,SFBay,37.7719964097,-122.4444138767,133.5321585903
8,46,verizonwireless,wifi,45,SFBay,37.7553485778,-122.191826,313.8022222222
11,47,verizonwireless,wifi,192,SFBay,37.4178106094,-122.12323375,20.68328125
10,47,verizonwireless,wifi,206,SFBay,37.771717,-122.44389,163.9776699029
12,47,verizonwireless,wifi,137,SFBay,37.630489,-122.41109,172.3642335766
13,47,verizonwireless,wifi,212,SFBay,37.3717541509,-122.0212836321,96.4330188679
14,48,verizonwireless,wifi,6,SFBay,37.430851,-121.953,49.35
10,48,verizonwireless,wifi,197,SFBay,37.771717,-122.44389,170.0492385787
10,45,verizonwireless,wifi,391,SFBay,37.7773900563,-122.4505089003,62.6913043478
9,45,verizonwireless,wifi,97,SFBay,37.287167,-121.94996,165.0030927835
11,45,verizonwireless,wifi,478,SFBay,37.4002551904,-122.0950132218,54.4705020921
14,45,verizonwireless,wifi,239,SFBay,37.4304462385,-121.9531427197,30.7234309623
13,45,verizonwireless,wifi,256,SFBay,37.3719300195,-122.0212189063,62.671875
15,45,verizonwireless,wifi,119,SFBay,37.5179103529,-122.2731035294,178.3218487395
12,45,verizonwireless,wifi,96,SFBay,37.6307254792,-122.41116625,221.084375
12,49,verizonwireless,wifi,41,SFBay,37.630489,-122.41109,168.0170731707
10,49,verizonwireless,wifi,41,SFBay,37.771717,-122.44389,131.7707317073
16,45,verizonwireless,wifi,110,SFBay,37.3540193,-121.9532585455,154.9363636364
1,50,virginmobile,evdoa,158,SFBay,37.349209,-122.0326,373.3924050633
2,50,virginmobile,evdoa,39,SFBay,37.428432,-122.07238,305.5384615385
2,51,virginmobile,evdoa,3,SFBay,37.428432,-122.07238,286.3333333333
0,50,virginmobile,evdoa,7,SFBay,37.8158601429,-122.4585885714,288
2,49,virginmobile,evdoa,60,SFBay,37.428432,-122.07238,295.1833333333
11,50,tmobile,hsdpa,104,SFBay,37.4166718942,-122.0726554808,118.8625
12,50,tmobile,hsdpa,15,SFBay,37.789017,-122.39151,75.3733333333
16,50,sprint,evdoa,67,SFBay,37.405447806,-122.0499846269,83.5358208955
14,51,sprint,evdoa,145,SFBay,37.7739398,-122.4192485517,90.2248275862
10,51,tmobile,hsdpa,11,SFBay,37.8642694545,-122.2421790909,86.5909090909
12,51,tmobile,hsdpa,14,SFBay,37.8002155,-122.4375428571,83.9642857143
11,51,tmobile,hsdpa,5,SFBay,37.3485848,-121.991018,97.76
16,51,sprint,evdoa,95,SFBay,37.3891292421,-122.0380883158,71.7705263158
14,51,tmobile,hsdpa,26,SFBay,37.5274789615,-122.2971623077,80.4846153846
13,51,tmobile,hsdpa,1,SFBay,37.606361,-122.11783,86.3
17,51,sprint,evdoa,135,SFBay,37.5531406519,-122.2723626667,80.9044444444
16,51,tmobile,hsdpa,1016,SFBay,37.4383465492,-122.1234964469,97.9404527559
17,51,tmobile,hsdpa,272,SFBay,37.7749610699,-122.4236877206,88.7308823529
18,51,tmobile,hsdpa,64,SFBay,37.242287,-121.73094,66.9328125
18,51,sprint,evdoa,70,SFBay,37.811317,-122.26823,96.13
19,51,tmobile,hsdpa,56,SFBay,37.805288625,-122.2064628571,100.4125
15,51,tmobile,hsdpa,32,SFBay,37.760110875,-122.091156875,94.475
16,53,sprint,evdoa,146,SFBay,37.3835996575,-122.0434569178,64.3308219178
18,53,sprint,evdoa,55,SFBay,37.8588166727,-122.2709354545,60.9218181818
14,53,sprint,evdoa,183,SFBay,37.7757980383,-122.421308306,79.0508196721
19,53,sprint,evdoa,52,SFBay,37.4486656154,-122.1778780769,55.9096153846
13,53,sprint,evdoa,82,SFBay,37.5509797195,-122.3307590244,65.35
9,53,verizonwireless,lte,47,SFBay,37.5770229574,-122.3173851064,42.3489361702
7,53,verizonwireless,lte,94,SFBay,37.4339515106,-122.1279207447,34.9170212766
null,53,,wifi,1,SFBay,37.748581,-122.41841,449
8,53,verizonwireless,lte,1,SFBay,37.386772,-122.07523,50.1
10,53,verizonwireless,lte,5,SFBay,37.3765184,-122.012136,34.98
8,50,verizonwireless,lte,31,SFBay,37.4182251613,-122.0766883871,43.7935483871
10,50,verizonwireless,lte,5,SFBay,37.3477854,-122.027884,43.88
7,50,verizonwireless,lte,9,SFBay,37.3534507778,-122.0245933333,45.6666666667
12,50,verizonwireless,lte,86,SFBay,37.7849050233,-122.4135837209,47.8406976744
15,50,tmobile,hsdpa,55,SFBay,37.7443129455,-122.033992,92.6763636364
16,50,tmobile,hsdpa,667,SFBay,37.3944803283,-122.0701888756,108.3457271364
17,50,tmobile,hsdpa,187,SFBay,37.7762115348,-122.4270216578,83.3411764706
18,50,tmobile,hsdpa,37,SFBay,37.2431751892,-121.7297075676,72.7594594595
19,50,tmobile,wifi,109,SFBay,37.3388688807,-122.0324343119,100.3275229358
16,50,tmobile,wifi,158,SFBay,37.4394451962,-122.1355974051,52.4579746835
19,50,tmobile,hsdpa,30,SFBay,37.80146,-122.2357916667,88.37
14,50,verizonwireless,lte,3,SFBay,37.330814,-121.9340366667,42.5333333333
9,50,verizonwireless,lte,18,SFBay,37.579353,-122.31642,54.9833333333
20,50,tmobile,wifi,48,SFBay,37.800694,-121.98144,23.4333333333
3,50,tmobile,edge,2,SFBay,37.807518,-122.26113,272
4,50,tmobile,umts,1,SFBay,37.630489,-122.41109,333
13,50,verizonwireless,lte,3,SFBay,37.801552,-122.21433,48.9666666667
